course,link
Clark Park,https://www.pdga.com/course-directory/course/clark-park-0
Clark State Community College,https://www.pdga.com/course-directory/course/clark-state-community-college
Clark's Run Disc Golf Course at Freedom Center,https://www.pdga.com/course-directory/course/clarks-run-disc-golf-course-freedom-center
Clarkfield Disc Golf Course,https://www.pdga.com/course-directory/course/clarkfield-disc-golf-course
Clarks Grove Disc Golf Course,https://www.pdga.com/course-directory/course/clarks-grove-disc-golf-course
Clarkson City Park,https://www.pdga.com/course-directory/course/clarkson-city-park
Clarksville Schools,https://www.pdga.com/course-directory/course/clarksville-schools
Clatter Valley Disc Golf,https://www.pdga.com/course-directory/course/clatter-valley-disc-golf
Clay Disc Golf Course,https://www.pdga.com/course-directory/course/clay-disc-golf-course
Clay Hills Disc Golf Course,https://www.pdga.com/course-directory/course/la-junta-disc-golf-course
Clay Park - East,https://www.pdga.com/course-directory/course/clay-park-east
Clay Park - West,https://www.pdga.com/course-directory/course/clay-park-central
Clay Township Park,https://www.pdga.com/course-directory/course/clay-township-park
Claystone Park,https://www.pdga.com/course-directory/course/claystone-park
Clayton Community Disc Golf Course,https://www.pdga.com/course-directory/course/clayton-community-disc-golf-course
Clear Creek Park,https://www.pdga.com/course-directory/course/clear-creek-park
Clear Creek Park Disc Golf Course,https://www.pdga.com/course-directory/course/clear-creek-park-dgc
Clear Creek State Park,https://www.pdga.com/course-directory/course/clear-creek-state-park
Clear Fork Reservoir Disc Golf Course,https://www.pdga.com/course-directory/course/clear-fork-reservoir-dgc
Clearview Elementary School Disc Golf,https://www.pdga.com/course-directory/course/clearview-elementary-school-dgc
Clearwater Park,https://www.pdga.com/course-directory/course/clearwater-park
Clearwater/Pleasant Lake,https://www.pdga.com/course-directory/course/clearwaterpleasant-lake
Cleary University Disc Golf Course,https://www.pdga.com/course-directory/course/cleary-university-disc-golf-course
Cleburne Disc Golf,https://www.pdga.com/course-directory/course/cleburne-disc-golf
Clemens Food Group Disc Golf Course,https://www.pdga.com/course-directory/course/clemens-food-group-disc-golf-course
Clement Farm Disc Golf Course,https://www.pdga.com/course-directory/course/clement-farm-disc-golf-course
Clemson U. Outdoor Lab,https://www.pdga.com/course-directory/course/clemson-u-outdoor-lab
Cleveland Elementary School,https://www.pdga.com/course-directory/course/cleveland-elementary-school
Cleveland Lake,https://www.pdga.com/course-directory/course/cleveland-lake
Cleveland Road Elementary School Disc Golf Course,https://www.pdga.com/course-directory/course/cleveland-road-elementary-school-disc-golf-course
Cliff Stephens Park,https://www.pdga.com/course-directory/course/cliff-stephens-park
Climbing Bines Brewery and Hop Farm,https://www.pdga.com/course-directory/course/climbing-bines-brewery-and-hop-farm
Cline Park Disc Golf Course,https://www.pdga.com/course-directory/course/cline-park-disc-golf-course
Clint Small Middle School,https://www.pdga.com/course-directory/course/clint-small-middle-school
Clinton County Youth Council Disc Golf,https://www.pdga.com/course-directory/course/clinton-county-youth-council-disc-golf
Clinton Disc Golf Course,https://www.pdga.com/course-directory/course/clinton-disc-golf-course-0
Clinton Disc Golf Course,https://www.pdga.com/course-directory/course/clinton-disc-golf-course-1
Clinton Disc Golf Course,https://www.pdga.com/course-directory/course/clinton-disc-golf-course
Clinton Hills Disc Golf Course,https://www.pdga.com/course-directory/course/clinton-hills-dgc
Clinton State Park,https://www.pdga.com/course-directory/course/clinton-state-park
Clintonville High School,https://www.pdga.com/course-directory/course/clintonville-high-school
Cloman Park,https://www.pdga.com/course-directory/course/cloman-park
Cloudcroft Mountain Disc Golf Course,https://www.pdga.com/course-directory/course/byron-ligon-memorial-dgc
Cloudland Canyon State Park,https://www.pdga.com/course-directory/course/cloudland-canyon-state-park
Clover Cliff Ranch,https://www.pdga.com/course-directory/course/clover-cliff-ranch
Clover Dell Park,https://www.pdga.com/course-directory/course/clover-dell-park
Clover Park,https://www.pdga.com/course-directory/course/clover-park
Cloverbank Elementary School,https://www.pdga.com/course-directory/course/cloverbank-elementary-school
Clute Park,https://www.pdga.com/course-directory/course/clute-park
Clyde Fant Disc Golf Course (Veterans Park),https://www.pdga.com/course-directory/course/clyde-fant-disc-golf-course-veterans-park
Coal Creek,https://www.pdga.com/course-directory/course/coal-creek
Coalinga Disc Golf Course,https://www.pdga.com/course-directory/course/coalinga-disc-golf-course
Coast Guard Air Station Humboldt Bay,https://www.pdga.com/course-directory/course/coast-guard-air-station-humboldt-bay
Coastal Carolina University Disc Golf,https://www.pdga.com/course-directory/course/coastal-carolina-university-disc-golf
Cobden Disc Golf Course,https://www.pdga.com/course-directory/course/cobden-disc-golf-course
Codorus State Park - Blue,https://www.pdga.com/course-directory/course/codorus-state-park-blue
Codorus State Park - Purple,https://www.pdga.com/course-directory/course/codorus-state-park-0
Codorus State Park - Red,https://www.pdga.com/course-directory/course/codorus-state-park-red
Codorus Township Park,https://www.pdga.com/course-directory/course/codorus-township-park
Cody Minter Disc Golf Course,https://www.pdga.com/course-directory/course/cody-minter-disc-golf-course
Cody Park Disc Golf Course,https://www.pdga.com/course-directory/course/cody-park-disc-golf-course
Coggshall Park,https://www.pdga.com/course-directory/course/coggshall-park
Coker College,https://www.pdga.com/course-directory/course/coker-college
Coker Elementary,https://www.pdga.com/course-directory/course/coker-elementary
Cold Brook Park,https://www.pdga.com/course-directory/course/cold-brook-park
Cold Hollow Disc Golf Course,https://www.pdga.com/course-directory/course/cold-hollow
Coldwater Ranch,https://www.pdga.com/course-directory/course/coldwater-ranch
Cole County Park Disc Golf Course,https://www.pdga.com/course-directory/course/jaycee-lake-park-disc-golf-course
Cole Memorial Park Disc Golf,https://www.pdga.com/course-directory/course/cole-memorial-park-disc-golf
Coleman City Park,https://www.pdga.com/course-directory/course/coleman-city-park
Coleman Park,https://www.pdga.com/course-directory/course/coleman-park
Coleman Park Disc Golf,https://www.pdga.com/course-directory/course/coleman-park-disc-golf
Coleman Tower Park,https://www.pdga.com/course-directory/course/coleman-tower-park
Colfax Township Park,https://www.pdga.com/course-directory/course/colfax-township-park
Colina Park Golf Course,https://www.pdga.com/course-directory/course/colina-park-golf-course
College Meadows Park Disc Golf,https://www.pdga.com/course-directory/course/st-charles-community-college
College of Eastern Idaho,https://www.pdga.com/course-directory/course/college-eastern-idaho
College of Southern Idaho,https://www.pdga.com/course-directory/course/college-southern-idaho
College of St. Scholastica,https://www.pdga.com/course-directory/course/college-st-scholastica
College of the Redwoods,https://www.pdga.com/course-directory/course/college-redwoods-0
College of Western Idaho,https://www.pdga.com/course-directory/course/college-western-idaho
Collins Disc Golf Course,https://www.pdga.com/course-directory/course/collins-disc-golf-course
Collins Park Disc Golf Course,https://www.pdga.com/course-directory/course/collins-park-disc-golf-course
Collipp-Worden Park,https://www.pdga.com/course-directory/course/collipp-worden-park
Colonial Acres Golf Club,https://www.pdga.com/course-directory/course/colonial-acres-golf-club
Colonial Estates,https://www.pdga.com/course-directory/course/colonial-estates
Colorado Christian University,https://www.pdga.com/course-directory/course/colorado-christian-university
Colorado Mesa University Disc Golf,https://www.pdga.com/course-directory/course/colorado-mesa-university-dgc
Colorado Mountain College - Leadville,https://www.pdga.com/course-directory/course/colorado-mountain-college-leadville
Colorado Mountain College Spring Valley,https://www.pdga.com/course-directory/course/colorado-mountain-college-spring-valley
Colorado NW Community College,https://www.pdga.com/course-directory/course/colorado-nw-community-college
Colton Disc Golf Course,https://www.pdga.com/course-directory/course/colton-disc-golf-course
Columbia Hall Practice Area,https://www.pdga.com/course-directory/course/columbia-hall-practice-area
Columbia International University,https://www.pdga.com/course-directory/course/columbia-international-university
Columbia Park,https://www.pdga.com/course-directory/course/columbia-park-0
Columbia Park,https://www.pdga.com/course-directory/course/columbia-park
Columbia Shore Disc Golf at Fort Stevens State Park,https://www.pdga.com/course-directory/course/columbia-shore-disc-golf-fort-stevens-state-park
Columbia State Disc Golf Course,https://www.pdga.com/course-directory/course/columbia-state-disc-golf-course
Columbia Village Disc Golf Course,https://www.pdga.com/course-directory/course/columbia-village-disc-golf-course
Columbus Disc Golf Course,https://www.pdga.com/course-directory/course/columbus-disc-golf-course
Columbus Disc Golf Course,https://www.pdga.com/course-directory/course/columbus-disc-golf-course-0
Colyer Park,https://www.pdga.com/course-directory/course/colyer-park
Colyn's Disc Golf Course,https://www.pdga.com/course-directory/course/colyns-disc-golf-course
Comanche Trail - East,https://www.pdga.com/course-directory/course/comanche-trail-east
Comanche Trail - West,https://www.pdga.com/course-directory/course/comanche-trail-west
Comanche Trail Park - Lake,https://www.pdga.com/course-directory/course/comanche-trail-park-lake
Comanche Trail Park - Mountain,https://www.pdga.com/course-directory/course/comanche-trail-park-mountain
Comfort Park,https://www.pdga.com/course-directory/course/comfort-park
Commissioners Park,https://www.pdga.com/course-directory/course/commissioners-park
Common Ground Disc Golf Course,https://www.pdga.com/course-directory/course/common-ground-disc-golf-course
Commons Park,https://www.pdga.com/course-directory/course/commons-park
Commons Park Disc Golf Course,https://www.pdga.com/course-directory/course/commons-park-disc-golf-course
Communion Park,https://www.pdga.com/course-directory/course/communion-park
Community of Hope Church,https://www.pdga.com/course-directory/course/community-hope-church
Community Park,https://www.pdga.com/course-directory/course/community-park-0
Community Park,https://www.pdga.com/course-directory/course/community-park
Community Park,https://www.pdga.com/course-directory/course/community-park-1
Community Park Disc Golf Course,https://www.pdga.com/course-directory/course/community-park-disc-golf-course
Community Park West Disc Golf Course,https://www.pdga.com/course-directory/course/community-park-west-disc-golf-course
Conchas Dam,https://www.pdga.com/course-directory/course/conchas-dam
Concordia University,https://www.pdga.com/course-directory/course/concordia-university
Concordia University Disc Golf Course,https://www.pdga.com/course-directory/course/concordia-university-disc-golf-course
Concordia University Irvine Disc Golf Course,https://www.pdga.com/course-directory/course/concordia-university-irvine-disc-golf-course
Conder Park Disc Golf Course,https://www.pdga.com/course-directory/course/conder-park-disc-golf-course
Conference Point Center,https://www.pdga.com/course-directory/course/conference-point-center
Confluence Disc Golf Course,https://www.pdga.com/course-directory/course/confluence-disc-golf-course
Conklin Sports Park,https://www.pdga.com/course-directory/course/conklin-sports-park
Conocido Park,https://www.pdga.com/course-directory/course/conocido-park
Conrad Park Disc Golf Course,https://www.pdga.com/course-directory/course/conrad-park
Cook Station Park,https://www.pdga.com/course-directory/course/cook-station-park
Cooke City Disc Golf Course,https://www.pdga.com/course-directory/course/cooke-city-disc-golf-course
Cookeville Church of the Nazarene,https://www.pdga.com/course-directory/course/cookeville-church-nazarene
Coomes Recreation Center,https://www.pdga.com/course-directory/course/coomes-recreation-center
Coon Creek,https://www.pdga.com/course-directory/course/coon-creek
Coon Rapids Disc Golf,https://www.pdga.com/course-directory/course/coon-rapids-disc-golf
Coon Rapids Disc Golf Course,https://www.pdga.com/course-directory/course/coon-rapids-dgc
